hash,purity,mistral,gemma,deepseek
36774c254faecfae39d3cd0819f14309687950d5,false,floss,floss,floss
367d5c92abc3623bba71ce22db4cb9243b0edbd8,false,floss,pure,failed
367fa3f1e2f0ad69317f1225ed97c5815dcb5789,none,floss,floss,failed
36800289a210ee61318cdbdff845fa6882056fd3,none,pure,floss,floss
368156f5d0f3fd59146fe37f874cf77abe307ee7,false,floss,floss,floss
368675287544ca283d779717f902563b8df586a6,false,pure,floss,floss
3691f87d28da72479bf21c51675e7ba05bf5e5e0,none,pure,floss,floss
3693b69ec906fd72edda03cfe428a0a53d4eb76a,none,floss,floss,floss
369936c2c3f67b3023c2f33620f2f26ad7b70539,true,floss,floss,floss
36a0dda01f1cae4d2d4206cf31f983f957abc942,none,pure,floss,pure
36a481108bd14fd4a7876b92e3b550dab1bedbd6,false,floss,floss,floss
36a9ef91e5397fc8a0b662ea33988e55928e6157,none,floss,floss,floss
36af80b4ffbaea39563c24a12abec1f3ccba9dc8,false,floss,floss,floss
36b4be5c1d0bfecfca6b850692858fbd0db4ac05,none,floss,floss,floss
36b727e94dc30ae0f278ae241df791120a3f7ba1,true,pure,pure,floss
36b73e233f6a3a5f0070d1bd1fc75208f8c4dfc6,true,pure,floss,floss
36bac67dd5f19b72a58584f2fab104e6e26df66a,none,floss,pure,floss
36bf0b7ab0276aaa72ce468b9e06b75a5d9eff66,none,floss,floss,floss
36c63db2997453a31a6e2f0cd1272251b50d62f1,true,pure,floss,pure
36cdf34bd92ede5ad99447e10d90e6caa1fd743a,none,floss,floss,floss
36cf4cbddec0d3c2669a82463b8c114c4efed200,none,floss,floss,floss
36e89a4145024a7b822daf5040fc5195c159e86f,false,floss,pure,floss
36efaca99cf2b8dfb0ad367faf7860f1f0ce8a0e,none,floss,floss,floss
36f617e5575ff6743c6685bd3cbb8e1eac3d4a49,none,floss,floss,failed
37090d8c458184f369c552c6d6e166a8fd5ac3de,none,floss,pure,floss
370e31d8b3e64dfe09814a99f4bda049cb72c97a,none,floss,pure,pure
3715e717e7c676b7ad1d101f65c22462c4e40ed8,true,pure,floss,floss
371bcc83b2d8f71c157c42d7909812dbc304808b,true,pure,floss,floss
373719e01ed6d411a5e4a843e3cb384e93b8d869,true,pure,pure,floss
3737ce324620c190a648353c92419e36ff78a1c5,false,floss,floss,floss
373f9ead72a20f5f0f330b4a1c1bfb95a2be3068,none,floss,floss,floss
374b7a3cac691ef1b2e0c41cca651e691d3d2ab8,none,floss,pure,floss
3751d5f48a18d793f334ee563b58b0cac5e1df05,none,pure,floss,floss
375947e1c0812b9ed11076cd1e22cae6f8cc1a09,true,pure,floss,floss
375a18e8a3426850e0df84805ab4a40ba8f9e288,none,floss,pure,floss
376c6c4a3316babd8c4691644229789f89694d59,none,floss,floss,floss
376d018024a6e99abbb2b1b913a303ac2e556900,true,floss,floss,floss
377cbf252f38976979d5f82c624db12c0bef12ea,none,floss,pure,floss
377e114cb1459895423c292cb0bf7f921fd30e43,true,floss,floss,floss
378f912f2ec1bfae99848518bb995161081772cc,none,floss,floss,floss
379cbc60643d59cf4bd8315caeb01c64cba433b0,false,floss,floss,floss
37a39152984e1b9a6b2c053d7730ae05c38c6f3b,true,pure,floss,floss
37b079352d412bb67036aa4130107728b9c8ae0d,false,floss,floss,floss
37c5f96dbe252672e0f091e0b8a434e092c5e747,false,floss,floss,failed
37c905d0d30a4ecef16aa9d56b2afe91b77cd99f,none,floss,floss,failed
37dec4e7d6159c96647cce5caf690b51a42d2004,none,floss,pure,floss
37f5175935a37ce2c005335c2f486efb827b6eba,false,floss,pure,floss
3802127cd6a399556589c1844b43dfb77229c74d,none,floss,floss,floss
38049ce2808cafce3884c25c4613aaaff9f2d0d8,false,floss,pure,floss
3809cc5ae8dc553ae81c1a2394d2c2236746d1b4,none,floss,floss,failed
380d3daddeb708d83a27fe70154d0155c777a5fb,true,pure,pure,pure
380ebcfee6bf914ffbe4a56062a4798b001fb7a2,false,floss,pure,floss
383bd55a49a2ba61234077839a07f3685901a326,none,floss,floss,floss
383c5c00ea0c0c447da66795d9198e3f0ac2229a,true,pure,floss,pure
384da51e01ee3a521f63bc8612f13889415c071e,false,pure,floss,floss
38526e68dfe41ce3ac0c7bc7ba74e129fd27e7df,false,floss,floss,floss
3853b3813967bd3d46e4dde7741eb97fa628345c,false,floss,floss,floss
3854f30c32851c34fb8a04d28e21ca9aaa39e46a,false,floss,floss,floss
38732c17ba7bd188ba0156518b832573c4f1fbb1,true,floss,pure,floss
388928969b5c98319cf6a09507ac567a34faee09,none,floss,floss,floss
388c40d912cf0044fb8b9538a64071549afac10c,none,floss,floss,failed
388c690c228b3e93ca870d5f6bdfe3554bd5c6e0,none,floss,pure,floss
388c70aa67c6594b23711b6e7f846fbf2e4c2626,true,pure,floss,pure
388cbfae0c08cb1664bed52b044062ff5d6db617,none,floss,floss,floss
3893f24098c3d82dc31571f0b6841e2d5821ea74,false,floss,pure,floss
38a460d269125358c43430df5eb92f408c2c1657,none,pure,floss,pure
38c88655baad5e72984700348c1d90b80660fc7a,false,floss,floss,floss
38cae557ffab9dd368f9771dd65df0b39f9970eb,true,pure,floss,floss
38d5863c91df30703afe1aa85ba5508706c73a9c,none,floss,floss,floss
38d9a5f444815810dec3607f5b3b7ff1ac513d4c,none,floss,floss,floss
38db6e44640982feb6397936eafecfee68fa3552,false,floss,floss,floss
38e3e85b121ba6308ba3ceb26312d12ed0d609ec,none,floss,floss,failed
3913347190c5a28827cc321dee39515ae381e619,true,floss,floss,floss
391570a0f56d68c297c92ae6aa73e9fe51b55a84,none,floss,floss,failed
3922a00267ade30b58e472e5526318dfafbf0bd4,false,floss,floss,floss
392866546e6377aafd018c3fcb2e124674a318dc,false,floss,floss,floss
39294bafba1880f37f9f01f22c3d28bbed5321ef,true,pure,floss,floss
393337e7c1406f7a555ae5e3f54a4519975416fa,true,pure,floss,floss
3934a3a7d9a1d6f49e97860a7a86b74d360945c7,false,floss,floss,floss
39570be0fbedb71dafc19c3e6bb2b4f7b98ecb2e,none,floss,floss,floss
3964189c5d0d4b958585c9f3665aadb67219d1d9,none,floss,floss,floss
396545387f4ab22984e8edd083be635a7fafe15e,true,pure,floss,pure
39807ba48ed2e02223014fbf47dce21d4124b380,false,floss,floss,failed
39882c061dadf6baca210814d9a5f2324128ab37,false,floss,floss,floss
398a47cd4d7b2a1eedb7c938b504e1c151cd2c6f,none,floss,floss,floss
398fc290db68b0c2421eab64235bf0fee3818a2c,none,floss,floss,floss
3993c351b2dc09b7eb0b39bfe478cecdb26a905a,false,floss,floss,floss
3997ff9d6b7438fa143d8cae795b8de64cc9fc71,none,floss,floss,floss
399d7ffabef7ce7ab82135db40bcc5e68487d2bc,none,floss,floss,floss
39b7b566937f80db47448d01a359ebed9b9cd158,false,floss,floss,floss
39d49978e54f3032b727f9f4d96ae350bbf9f259,true,pure,floss,floss
39d83e7d17c7749e442c128030229d1313515e54,none,floss,floss,floss
39d90efe85e7b1ddd73db13b88c94f71dc274a3c,none,floss,pure,floss
39e992f2510d6f7360ed1addd3b4cdfee1836838,none,floss,floss,failed
39eb7db65fd45653fdece1087ba75c3356a10c97,false,floss,floss,failed
39f80bc02a964fffe1a883d86aa1483b2f841595,false,pure,floss,floss
3a005df39797bd7b785d76830e72f3487dc9fa4e,false,floss,pure,floss
3a1c4acd2636acd6b4188a6de9a088766e7ef2d5,true,pure,floss,floss
3a2faf9424769cfee5fdad25f4513611820ca980,false,floss,floss,floss
3a465737f7cc0e984a41e8292dae0444c2ccbc4e,none,pure,floss,floss
3a47a7903322ea39745acbeb252f95b214174af9,none,floss,floss,floss
3a618a0633db8c6d16fa018e4a67714994e5cb94,none,floss,floss,floss
3a6ae395ea6263ad69f8f218f43beab5a2b7579e,none,floss,floss,floss
3a79aa15ba261d3f576ea702a0dfa3e036771908,none,pure,floss,floss
3a87b4644a1dc7fab92b62180f179a42b336c698,true,pure,floss,floss
3a8c0f95c86e9fa71a0c507873c224f0d71d21bb,false,floss,floss,floss
3a922edfdd4ad8e91a98bc5110d69be5b5451909,none,pure,floss,floss
3a938c1dd4a32234846dc7e6ac624858780330de,none,floss,floss,floss
3aa8328eee41d20b32d1922a60ce8afd2cc539f9,none,floss,floss,floss
3ab6c3290db70753bfef19ca909b3fe731bf8153,none,floss,pure,floss
3abfcb2fe7e782a089c6295c7fb303d812c14666,none,floss,floss,floss
3ac42701620d6aeae43dc0bb33b9b046d24c1fb0,none,floss,floss,floss
3acc78cf871d7709f51d0cbb8cd331ca6e3854d1,none,pure,floss,pure
3ad8aa1660ca0acfd9e17c6a6048fc13cd8258b0,none,floss,floss,floss
3ada8a517dc2afe9d5822c59e162e0ecd242dfc7,false,floss,pure,floss
3adfd1575cc3cf81397a7d148d5b2ed768b67014,false,failed,floss,floss
3ae5559ee5e842443cab9fa4b1a08a79f24b5d2b,none,floss,floss,floss
3ae5bb4b0a51aeba05e27ea5fbfefdec2e9865e2,none,floss,floss,floss
3aeb82f51c294c9b8cd91203758d358d75eab8ec,false,floss,floss,failed
3afd38ea5dda29adaff827ae32d819005f8fe2aa,false,floss,floss,failed
3b04636f5daf3d171449296a5d9a67440abfbf75,false,floss,floss,floss
3b13457ddbcd859d4216029d4cb7613d7bba1a06,none,floss,pure,floss
3b2c0a617790357cde29ded95971bbc86e2fc9fb,false,floss,pure,floss
3b33792aecd9789bdb22db4718bfa816bd4764ce,none,floss,pure,floss
3b413ea073747aa23f8cdac88c13f0dcb6a0cb79,none,floss,floss,floss
3b533d6adbb97f21267295e39a9c150b89fc4dd9,true,floss,floss,floss
3b572dba70b6a1a195153d25e8bf89908bcf39af,true,pure,floss,floss
3b5f2b6cf8e330b7164ca08cf49dceed3cd0e002,false,floss,floss,floss
3b6c93828c2d90b7bdadb4ff199dd70660e73188,false,floss,floss,floss
3b7934f1aa20d2210866afd9b88472e9cb1aed8d,true,pure,floss,floss
3b7d02169714205577abdbe7901cc9a6bdeeb47a,none,floss,floss,floss
3b831fd45375d57bddf33a322d78ad3e04253629,none,floss,floss,floss
3b85aea72320c44fc8d0584993f4a98efa0e8755,false,floss,floss,floss
3b8a5c6efad0fa474eb4a8afe8b7e6484c2d5cad,none,floss,floss,floss
3ba539ade3c16de32a3172d6326ba4aff8b7177f,none,floss,floss,floss
3bb26c0632bfaba0a88da4b7cde735b1b3a092b4,none,floss,floss,floss
3bb774a50837de5ec10e5ea79eaf6c0872ed23b8,true,pure,pure,floss
3bbfb06957608769640a13114058a574da9eccb6,false,floss,floss,floss
3bc64506bad523318152d6cc82ff12eb946158a7,none,floss,floss,floss
3bdcaa336a6e6a9727c333b433bb9f5d3afc0fb1,true,pure,floss,floss
3bdddbbcb06e7efc22911917a93985098db2874a,false,floss,floss,floss
3bf9c79d8d073e49e1f4a89be9b4b3155b0c142e,none,floss,pure,floss
3c0cf2230a116cca737313f16e744534017b47e7,none,floss,floss,floss
3c0f270ab0cf40cd01d06a5c3253f489dc6284de,false,floss,floss,floss
3c170100d769742e076580e7e52054b28ea7f546,false,floss,floss,floss
3c2929355e5a2c34fecc735929787bd944826a7a,none,floss,floss,floss
3c2f614cec7d1f13c12b85e9b7ec2600d9e37bad,none,floss,pure,floss
3c30d27a42c0b805a715c54f9a41d85f7194be71,none,floss,pure,floss
3c3b80b65d9472f0a235c14bbe9e38f7e11cd7b8,false,floss,floss,floss
3c43775c759446a5ad603b127cb564a7107b78a7,true,pure,floss,floss
3c4687c6d8c8bc2989c8cc9e951a1804796428b2,none,floss,floss,floss
3c4982acc4371999915aaea2e773c9d0570f4340,none,floss,floss,floss
3c511f8207696fdc06f0ae46907396109847e775,false,floss,floss,floss
3c6155a73ecbed95ce83d7494b83dfbe934ca741,none,floss,floss,floss
3c76f7929fbe41d16295c7cf36fc6c712d00c6b5,none,floss,floss,pure
3c7bb955157fe7bf0b42d06a61672cb0bc29566f,false,floss,floss,floss
3cab0825131d36705c058c2e011c9918c8addfdf,false,floss,floss,floss
3cb0a32427a73b903dddaa013b1b0d191d9bbd80,false,pure,pure,floss
3cd3131f6407029c7a0911e59d4a37ecd89e8e38,true,pure,pure,floss
3cdb0dbfd3bba850be45a7e3d23cebe1cc2af62b,none,floss,floss,floss
3cec208c40b85e1be0ff8c68fc9d9017945a1ed8,false,floss,floss,floss
3cf761226ee7ddc828af0eb7732140add2bd3e03,true,pure,floss,floss
3d063bcb35e7573ff31348112ac9b77d16fcc0d2,false,floss,floss,floss
3d0690e9a76a4a845e7e319908166cf78f18ca2d,false,floss,pure,floss
3d0ef2002804e8ad9b5e9e4c71be0b3dc7b43b51,false,floss,pure,floss
3d1b527d27e9712e7afc937f1f9d6b541196d2ee,none,floss,pure,floss
3d204e467a3e522d6dbb8b5fd09a26c60af1f44d,false,floss,floss,floss
3d234d29fcd7dc67ffbd542edd7053d68f35c555,false,floss,floss,floss
3d2be3d60286255df57c943a06975b72a792f899,none,floss,floss,failed
3d2cb3e207d787c9ec5956dacde4b5b2d488e80d,none,floss,floss,floss
3d2cbe087d7de643b7a1ad155552727d43d89a83,false,floss,floss,floss
3d3b56e72c500824809e03efd19c50c1e306da2c,none,floss,floss,floss
3d3d93cef4e1d078eedefc67c5890296bd19567a,false,pure,floss,floss
3d3fc07eaecc5187d3332e78937e39b0cfe4cc9f,true,pure,pure,pure
3d4c2f9414d58117052b26f2b002bed7546a937a,true,pure,floss,floss
3d4e07f7eccd607529c9323c2b0a474e76f1d6ce,none,floss,pure,floss
3d5592a994fc74664ee11d445dbe0154e8f334ba,false,floss,floss,floss
3d5bdb3fddaa9d69af93b4d92889ec09cf68d814,false,floss,floss,floss
3d5c3b1aa85c72879a7f1e372f1d260fbb759ccc,false,floss,pure,floss
3d5f3a659695212b4a6dbde6cb5a07a2bea1aca0,false,floss,floss,floss
3d655938189af46d40e55268c280b6dcaa3770cd,none,floss,floss,floss
3d72834b0092d167dc6bc3edd0b241525d7b6889,false,floss,pure,floss
3d7f7f5e827b613a327f080d240fc44c53d29cae,false,floss,floss,floss
3d853706f382d301bb1df14f2a4715f711236197,none,floss,floss,floss
3d8bfe8a2c07db97e9a57c589ea45567371ce352,false,floss,floss,failed
3d9d51780582cabc5c1233c308b71564338a7a27,none,floss,floss,failed
3dc30eb45ef52368520102f471d53061676e72cc,none,floss,floss,floss
3dc8066547de9c31be09cba912ddbb3262fd4870,true,pure,pure,floss
3dd418a27a7f54671340e8f7ba40abf947b37656,none,floss,floss,floss
3de3c21dc6a9164868eecac11578ed054d2ffc51,none,floss,floss,floss
3df7481f8ea193f750c5b853f68a803c63752511,true,floss,floss,floss
3dfb66ea86ea73c1c7fe5f091b995df98356ee56,true,pure,floss,floss
3dfe88b277fa99035e550d713f503f51e9137146,false,floss,floss,floss
3e0bc64d7d6d22ea213f349a307c87e393ca769c,false,floss,floss,floss
3e1c5ebd8c0321a5bac662ab564342f6f90e2631,none,floss,floss,floss
3e389921f4c7a3dd62fa37ff2edcb45b46e89218,none,floss,pure,floss
3e40c02b8b109d88c2cfebbc27d57c33402ff484,none,floss,floss,floss
3e4622aa5f6730e12659b4bc0b76f467602f8b24,none,floss,floss,floss
3e49de2c1b9d85f85ef4593813a602a9ac52b42c,none,floss,pure,floss
3e5a5cde9d89e6f5b514d3a6f90165186158bbc6,none,pure,pure,floss
3e5bad1680aae428674e3cf91aa9e71920cd927e,false,floss,floss,floss
3e627ced6d3d7fae0998c29d29025bcd0147f1b5,false,floss,floss,floss
3e6bbfb854697791be55c13ed3bfa578e400c9b4,none,pure,floss,pure
3e77792d31344be0253c89355c1d96ffe03c0659,none,floss,pure,floss
3e78bd8867c317376c11050fe10233ac9305b91c,false,floss,pure,floss
3e7e37cebe69a4fff683523cf911c29f3603b84e,none,floss,floss,failed
3e84af59e72ba3aa6d2df1e230466bbb75520544,true,pure,floss,pure
3e88738cf88dd0b9c434fa7905e1b574b6401418,none,floss,floss,floss
3e906ba4ebbf329ce9b7202e612ed584dee5f71e,false,floss,floss,floss
3e92b80e9dc3ef04ebaf0b8d5b34288731304112,false,floss,floss,floss
3e95184538b4fc7d3a547b2f55f7af132e523b62,true,floss,floss,floss
3e9d345f0078922950157de4fd4c7992512b43b8,false,floss,floss,floss
3ea28ff09a0b6898be24c9e651a12144f9859212,none,floss,floss,floss
3ea76efcefb6e33d3f5c687f9b60b607dc124145,none,floss,floss,floss
3eade7df0ba1b5a882b252da532b75a92f4eaf49,true,pure,floss,pure
3ecab54625bfa059cbaba3ced4e3c4a2f6726302,none,floss,floss,failed
3edb62bf773617aeb3a348edc5667a6b0bad0ffe,none,floss,floss,failed
3ee3a4539f1942d7eb616774bb39981e7af507fb,false,failed,pure,floss
3efb5d7a02ab7b89a07cdb40763aa50f0bafea62,none,floss,floss,floss
3efcc09074054270a33258d1e42aa2894076d29f,none,floss,floss,pure
3f0702509b3f12cfc159fc33a114bcf52ecf9fc9,none,floss,floss,floss
3f0d26d938e5e2260b423af1bec1566b482b1913,none,floss,floss,floss
3f0f560893689ca07e24485b81c6857969f83ba9,false,floss,floss,floss
3f1f76df7d44332c637e5a92f27933e9c9f3e5ac,true,pure,floss,floss
3f20808ed4f3be6870d69d84aee2721d03562f48,none,floss,pure,floss
3f2468f112940fa70e7d26c485a8746ccf39a7a1,true,pure,pure,floss
3f2570588cf100c823689fd47829cbc88e989b7b,false,floss,floss,floss
3f383e2dc64e3483c5927b1fe2ef6413829b1f79,false,floss,floss,floss
3f45e5e9b31620e3a49a3083a099884ac406a808,false,floss,floss,floss
3f49c328f202e68b67a9caaa63522e333ea5006f,none,floss,floss,floss
3f5619933d6dd73f4fe560a9c724e43e195bd1c7,none,floss,pure,failed
3f6fafb4a3e91cf58a29c9847c0e9321e0bed5d0,false,pure,floss,pure
3f7ef53a711785e4787f5a7898fb67d75daae8f3,true,pure,floss,floss
3f83645e4b133679eec43cb91d96a2edd24b1b3c,none,floss,floss,floss
3f91433d059848a1eed7aefe08bf514d153c266a,true,floss,pure,floss
3f9b1d5f4c0aa6354932bc3561b7972f206b9545,true,pure,floss,floss
3fb2c0c6ebfb11c6e8b2c180112d887c4f6e4bbd,none,floss,floss,floss
3fc40b955acb088d28354d348b283bce054ddef1,true,floss,floss,floss
3fda52f247415c1eace35af80c74bc433a57254b,false,floss,pure,floss
3fdc190313e1859fc9d4bd17bba50cf4380705c9,none,floss,floss,failed
3ff1f26d27db546844245ec757c6aef5e3cc1c86,false,floss,floss,failed
4003d1cd4d1ebe3863c9d3e92cd4232595183064,false,floss,floss,floss
4008c3fe4ffdb78be55786e8de0ca8f0b854f37d,none,floss,pure,floss
400d30b8185a59f07810c97ada6cf3a3e10506ea,none,floss,floss,floss
4010c599ba0813d41f6fc9a4e513306d8cad2b84,none,floss,floss,floss
401a218be1101406e9aaae30eb1e479f4d13f103,false,floss,pure,floss
402957f735fba2caf787cc30af49a953dfa74ba5,none,floss,floss,floss
402fb1aaf3c9d8514a19a518dbe49e7493e426cd,none,failed,failed,failed
4059eeae1a3a707200b5c1afd98fc3ccb6c8157b,none,floss,floss,floss
405ae9f69ef93bfa245f2c354787c3ee73c08ccd,true,pure,floss,floss
40683b19a0eb6931a8c0a5be02b65c3a904a8e2c,false,floss,pure,failed
4069d8af44241b84cfdfa60dc362868ef5241ecf,false,floss,floss,floss
406f828810cd8796e8a350a13100543114c787cb,none,floss,floss,floss
4075fc2bc2d6405398d76aed07285054f38e328e,none,floss,floss,floss
4082f902debc20ab732f842ea87e3cee92531ef1,none,floss,floss,floss
408dc262cfd71382550db2a25c6b6549051db405,false,floss,floss,floss
4092519b4a81fadce2f4c68b1950d65928b155f8,false,floss,floss,floss
40968ad4b866862ca791739ecf1793bbffcd012c,none,floss,floss,failed
4099f1323fc406cb0cddd5b2c1181fbaa7fb9d6f,none,floss,floss,floss
40a40e0feefb27b23bf461bab53e72cb816999eb,false,floss,floss,floss
40a45bb09df5dc039047f32769a7965c3a964de9,none,floss,floss,failed
40aae4a5c0537446ada0c94dfe3ee7444e68a21b,none,floss,floss,floss
40b5fb8af8a468a8f5583a812ccf3e7317eb9d8a,none,floss,floss,failed
40ca65f97ec7ff20a192566d8f23a71862de7735,false,floss,floss,failed
40cf7b00f892d757235d23cedb785aaf45331d90,true,pure,pure,pure
40d2ad14b9282ac8056e2a0e05ab8b51c78442ed,none,floss,floss,floss
40dfbbb06ceb9bac43de305dc74d9b350ce09b4d,false,floss,pure,failed
40e19e5d3751872d83365ce1ac3ad1c9e245973d,false,floss,floss,floss
40e43369e9b3211f452dc2dec734681f1dd1d2d8,none,floss,floss,floss
40ebd646a2bcd19e932d359cfa20af08ae8a11f8,none,floss,pure,floss
40f05e4dbb551e94c6879022e087c8be7dbc3ecf,none,floss,floss,floss
40f2c00542221c644d7ed8e0d0f12dbff2c3af2d,none,floss,pure,floss
40f41e2b1c337be3933522f53a4f1ad030be4501,false,floss,pure,floss
40f6d1bdf23110508317f420d76528ff72503e03,false,floss,floss,floss
40fc49cbbd1aba65a62c1298d84d4e651121c7eb,true,pure,pure,floss
40fff9065e50f60e3b1f7db10bfdbabc911e3377,true,floss,floss,pure
411107483dc3e376decacd09d0852b18775fca11,none,pure,floss,pure
41110ae0b5bafe9d09f63f55d44d96b355fc5908,false,floss,floss,floss
4113cadb24f9e3c513004d50d0f1fc6ef6b6863d,none,floss,floss,failed
4120b784b5a84469f18538ae6a1840a24bfc669f,true,pure,floss,floss
412b053ca171495b33dd92eaa692df40d83a35c4,false,floss,floss,floss
412f44690ba21e8e908a8421d42eb35d2114b6a6,none,floss,floss,floss
413093476c27b626707c70ce4ef15c3d0debea5d,false,floss,floss,floss
4147425bcae55b942e8270a5774d1b2bc61b4bb9,none,floss,pure,floss
4155afd510828770c2d666a7e4cea28062964130,true,pure,floss,pure
415c72e6398252d2da986979133bff86365415d1,true,pure,pure,pure
4160d504169ce3afc580a4a247179e993e492424,none,pure,floss,floss
41658e76ad3941977624392f2f29118446ef4240,false,floss,floss,floss
417c01a79516cb90956a227c96ac99a5b60cbdbe,none,floss,floss,floss
418210784d2bad8124558d60a46c92c217f53fae,none,floss,floss,floss
4186944861dd9d59f54cc726ac32f432f4538e98,none,floss,floss,failed
4188f99036695cf770b8ecdeccc23f7d13be6368,true,pure,floss,floss
41952a2f73ba5198250f64beba8f7ff1203204ab,false,floss,floss,floss
41bcfe53b5ac34dc57b238d685852cd3261cab04,true,pure,floss,pure
41cfa93e76ea5a20e2d6b770db7ae55dcf89a7fc,none,floss,pure,floss
41d3b01aa04152db20cacdd0ae47952acb946f80,false,floss,floss,floss
41d83e0157e8d51787d5db2925c9e86f51bf77b7,none,floss,floss,floss
41dd10aacacdbbbb3941530fb93ac1ae2b1f1c3f,none,floss,pure,floss
41e32bc09a4afd0263041f41b87fd10831e4d559,false,floss,pure,floss
41edf499402392e63ed9f205840a500737d90a0f,none,floss,pure,floss
41f71981f48b44d8a5842c292e797bb1116dc0d4,none,floss,floss,floss
41fd770b900e3818ef84d8016c8c5a64df32fbeb,none,floss,floss,floss
4204d22496a77c2ccc0bb9f959592a01e27fb54d,true,pure,floss,pure
4205011c0fb92bfb6a7456ab620f5d6b40cb9160,false,floss,floss,floss
4213490358cad150770b3b4b90fc384380d35369,false,floss,floss,failed
42190ed97770677687014db4d4cc161efc8f7559,none,floss,pure,failed
4225754b412487a631c475f39d1b6f892fed1f58,false,floss,pure,failed
423f4ec2092e003ef12f6c4897a9cec7a6d6267d,true,pure,floss,floss
4253cec645bbecd864f660ba1721909a5797bcd7,none,floss,pure,floss
426340fed59a399e4b54cef50474620c95346357,none,floss,floss,floss
4271d19a1580b717fa7f548b00b27fef54949898,none,floss,floss,floss
427eade25c1b750aa8f148606bd889b0375d45ab,none,floss,floss,failed
42876ba7607f3cbf53ec53612fefffa291308550,true,pure,floss,floss
4292f61da92350e218935a911e0a6c78aca0ae68,none,floss,pure,floss
429a31b576283097a870c2e98d88889c2d8ee3db,false,floss,floss,floss
429c544dba1c3397fd6c66465cf828e5a77c7666,none,floss,pure,floss
42a1d9c06ded8d1bbb40f12c7f9f70252d5be299,none,floss,floss,floss
42a4dbbf93eb5b0e45a831c65116682791765d02,none,floss,floss,floss
42b23eac1dd2fa56bffc40a573f5c2335db7732c,none,floss,floss,floss
42b284d5c957675f7b551e36a75a0cc043753530,false,floss,pure,floss
42c8485638e5f18f39607382054d74beead332f9,none,floss,pure,floss
42d0e641b861267f6fc0fec11dd16c630ddd9b15,none,floss,floss,failed
42f0529054187227dedd153b14d2b7b4605b8ff4,true,floss,floss,floss
42f25888c272f6cc5c8cfb64a4b565953e746a98,none,floss,pure,failed
42f802d3bdb1505de49e54e546d25d1b6d4ebf02,none,floss,floss,failed
42f8e44db6e850fc4cc8f7e2a28c91b661b857bb,true,pure,pure,floss
42fac3eae1cff284d873423f2fe3a0b8bdf582bb,none,floss,floss,floss
42ffb6f828df303b52d3cfcee74868f2b939d22b,false,floss,floss,failed
430aa5691c32664dbb235e9a902882cf1a5112a0,true,floss,floss,floss
43103e1b2f1ff6afc4a8e267c5f6068757a06869,none,floss,pure,floss
4310ea8bda25d935f0c476ba9c9471a99c336891,false,floss,floss,floss
431322314bf4b0b78e85613e7783186063af30d8,false,floss,floss,floss
431687725adcd2c4100587dbde1b55cf28427691,none,floss,floss,failed
431e600f8d5acaa1edb68e9f03191a72bb231d1e,false,pure,floss,floss
43228d68528c736f7c0c08555be67633c1bb5a0c,none,floss,pure,floss
4331a4cb6f0bd45674fba08b640babd71ce0eb85,false,floss,floss,floss
4336a1917c32737bac9e5ef87b31926784065cdc,none,floss,floss,floss
43497287e863c6f4317ab749ca7fe6a829e4452b,false,floss,floss,failed
4353ea37e223c0ed5b9f14c0226ce87ea992288c,none,floss,pure,failed
435aa0270f238bbd941d410b8eed946a0f56f701,false,floss,pure,floss
435fb2914340e026cc5c9a8ca250253a68e74607,false,floss,floss,floss
436536d926e8948b11d3aa5650e181a51a0ac056,none,failed,floss,floss
436ba656a5b3f24aca12bf66626695d4038d6f6f,none,floss,floss,floss
43837acedcf6f7a6baab868653079914b5c91ed2,true,pure,floss,pure
43869c029dbca194e38b95f7aec398dc4dfe6ed5,none,floss,floss,floss
438e5fc1e6bbef85e35d213d26fd3a024c20ef46,none,floss,pure,floss
4397c34476070ea15ee0d2b9c625887a8b08b622,false,floss,floss,failed
43c0924f22a1ba631e079d5202bb326e6b5e3462,none,floss,floss,floss
43c85b5ed8d19670bc67b52ffedeb6444bb41fc3,none,floss,floss,failed
43d8aa6688142daf62a80def8b9ca79e925bb630,false,floss,floss,floss
43e986db8bc5606705545c54552786539286e725,false,floss,floss,floss
43f05baf94be707d5e3743300759fb530cf67e0f,none,floss,floss,floss
43fb95017d276553053e59fda7aa7254bb4a4edc,none,floss,floss,floss
440f05999c29159f2f2889534930cc49b6f80337,true,pure,floss,floss
4413fdbd3e9350c5f5dac5ef4dc517fd9b5064ad,none,floss,pure,floss
441ce6010640df7248bc0df2a40ca41cd02cf9de,false,floss,floss,floss
442a7b3a60c5cc765221cc6f07add3546a8e9c3d,true,pure,floss,floss
443381a98d3bbda9f892bafb00598fae421e5bb5,true,pure,floss,floss
4434ed77063bcb1b939072011b2c7ec9401ce771,false,failed,floss,failed
44398764bfabfb2ff259327bd8911f60e9b78ac3,false,floss,floss,failed
4439b4117dad85b206f3cd8d4bfbb4a5d1a9e822,none,floss,floss,failed
443a9bcb39ad31ba56300bfdecfb9f6582d1bd55,none,floss,floss,floss
443bca18839268cd100930b380e0534b052a8c89,true,pure,floss,floss
443e85df70bf3126f48e93feae78cdf414621605,none,floss,floss,floss
445696052d0a488b4ab7c71a2958a058242169eb,none,floss,floss,floss
445957588fdc2f14ab1e16ca8188f11900bcde28,none,pure,pure,floss
445f510a2d0cb590dc5fa510236f862e99233734,none,floss,floss,floss
